Equipes;Joueurs;Position;Matchs Joués;Buts Marqués;Buts Assités;Nbre Minutes Jouées;Buts Comptés;Victoires;Défaites;Tirs Subits;Buts Alloués
Calgary Flames;Sean Monahan\monahse01;C;74;31;33;0;0;0;0;0;0
Anaheim Ducks;Brandon Montour\montobr01;D;73;9;20;0;0;0;0;0;0
Toronto Maple Leafs;Dominic Moore\mooredo01;C;49;6;6;0;0;0;0;0;0
New Jersey Devils;John Moore\moorejo01;D;73;7;11;0;0;0;0;0;0
Philadelphia Flyers;Samuel Morin\morinsa01;D;2;0;0;0;0;0;0;0;0
Winnipeg Jets;Josh Morrissey\morrijo04;D;74;5;19;0;0;0;0;0;0
Toronto Maple Leafs;Joseph Morrow\morrojo02;D;48;5;8;0;0;0;0;0;0
Montreal Canadiens;Joseph Morrow\morrojo02;D;38;5;6;0;0;0;0;0;0
Winnipeg Jets;Joseph Morrow\morrojo02;D;10;0;2;0;0;0;0;0;0
Toronto Maple Leafs;Tyler Motte\mottety01;AG;41;3;2;0;0;0;0;0;0
Columbus Blue Jackets;Tyler Motte\mottety01;AG;31;3;2;0;0;0;0;0;0
Vancouver Canucks;Tyler Motte\mottety01;AG;10;0;0;0;0;0;0;0;0
Buffalo Sabres;Matt Moulson\moulsma01;AG;14;0;0;0;0;0;0;0;0
New Jersey Devils;Mirco Mueller\muellmi01;D;20;0;2;0;0;0;0;0;0
Chicago Blackhawks;Connor Murphy\murphco02;D;69;1;10;0;0;0;0;0;0
Minnesota Wild;Ryan Murphy\murphry01;D;12;1;2;0;0;0;0;0;0
Columbus Blue Jackets;Ryan Murray\murrary01;D;38;1;8;0;0;0;0;0;0
Los Angeles Kings;Jake Muzzin\muzzija01;D;72;7;34;0;0;0;0;0;0
Winnipeg Jets;Tyler Myers\myersty01;D;74;6;28;0;0;0;0;0;0
Toronto Maple Leafs;Vladislav Namestnikov\namesvl01;C;73;22;25;0;0;0;0;0;0
Tampa Bay Lightning;Vladislav Namestnikov\namesvl01;C;62;20;24;0;0;0;0;0;0
New York Rangers;Vladislav Namestnikov\namesvl01;C;11;2;1;0;0;0;0;0;0
Toronto Maple Leafs;Rick Nash\nashri01;AG;71;21;13;0;0;0;0;0;0
New York Rangers;Rick Nash\nashri01;AD;60;18;10;0;0;0;0;0;0
Boston Bruins;Rick Nash\nashri01;AG;11;3;3;0;0;0;0;0;0
Boston Bruins;Riley Nash\nashri02;C;72;15;26;0;0;0;0;0;0
Vegas Golden Knights;James Neal\nealja01;AG;63;24;17;0;0;0;0;0;0
Carolina Hurricanes;Martin Necas\necasma01;C;1;0;0;0;0;0;0;0;0
New York Islanders;Brock Nelson\nelsobr01;AG;74;17;13;0;0;0;0;0;0
Buffalo Sabres;Casey Nelson\nelsoca01;D;29;2;5;0;0;0;0;0;0
Colorado Avalanche;Patrik Nemeth\nemetpa01;D;60;3;12;0;0;0;0;0;0
Washington Capitals;Aaron Ness\nessaa01;D;8;0;1;0;0;0;0;0;0
Minnesota Wild;Nino Niederreiter\niedeni01;AD;54;17;12;0;0;0;0;0;0
Detroit Red Wings;Frans Nielsen\nielsfr01;C;71;14;15;0;0;0;0;0;0
Colorado Avalanche;Matthew Nieto\nietoma01;AG;66;13;9;0;0;0;0;0;0
New York Rangers;Boo Nieves\nievecr01;C;28;1;8;0;0;0;0;0;0
Washington Capitals;Matt Niskanen\niskama01;D;60;6;21;0;0;0;0;0;0
New Jersey Devils;Stefan Noesen\noesest01;AD;64;11;13;0;0;0;0;0;0
Buffalo Sabres;Jordan Nolan\nolanjo01;AG;63;3;4;0;0;0;0;0;0
Carolina Hurricanes;Joakim Nordstrom\nordsjo02;AG;68;2;4;0;0;0;0;0;0
Vegas Golden Knights;Tomas Nosek\nosekto01;AG;60;7;8;0;0;0;0;0;0
Edmonton Oilers;Ryan Nugent-Hopkins\nugenry01;C;56;21;21;0;0;0;0;0;0
Edmonton Oilers;Darnell Nurse\nurseda01;D;74;6;19;0;0;0;0;0;0
Columbus Blue Jackets;Markus Nutivaara\nutivma01;D;57;5;16;0;0;0;0;0;0
Toronto Maple Leafs;William Nylander\nylanwi01;C;74;16;37;0;0;0;0;0;0
Detroit Red Wings;Gustav Nyquist\nyquigu01;AD;74;19;15;0;0;0;0;0;0
Ottawa Senators;Jim O'Brien\obrieji01;C;10;0;1;0;0;0;0;0;0
Washington Capitals;Liam O'Brien\obrieli01;C;3;0;0;0;0;0;0;0;0
Toronto Maple Leafs;Rob O'Gara\ogararo01;D;22;0;2;0;0;0;0;0;0
New York Rangers;Rob O'Gara\ogararo01;D;14;0;2;0;0;0;0;0;0
Boston Bruins;Rob O'Gara\ogararo01;D;8;0;0;0;0;0;0;0;0
Philadelphia Flyers;Will O'Neill\oneilwi01;D;1;0;0;0;0;0;0;0;0
Toronto Maple Leafs;Daniel O'Regan\oregada01;C;21;0;4;0;0;0;0;0;0
San Jose Sharks;Daniel O'Regan\oregada01;C;19;0;4;0;0;0;0;0;0
Buffalo Sabres;Daniel O'Regan\oregada01;C;2;0;0;0;0;0;0;0;0
Minnesota Wild;Cal O'Reilly\oreilca01;C;1;0;0;0;0;0;0;0;0
Buffalo Sabres;Ryan O'Reilly\oreilry01;C;73;20;32;0;0;0;0;0;0
Toronto Maple Leafs;Johnny Oduya\oduyajo01;D;52;4;4;0;0;0;0;0;0
Ottawa Senators;Johnny Oduya\oduyajo01;D;51;4;4;0;0;0;0;0;0
Philadelphia Flyers;Johnny Oduya\oduyajo01;D;1;0;0;0;0;0;0;0;0
Chicago Blackhawks;Jordan Oesterle\oestejo01;D;49;5;9;0;0;0;0;0;0
Buffalo Sabres;Kyle Okposo\okposky01;AD;68;11;27;0;0;0;0;0;0
Toronto Maple Leafs;Jamie Oleksiak\oleksja01;D;61;5;10;0;0;0;0;0;0
Pittsburgh Penguins;Jamie Oleksiak\oleksja01;D;40;4;8;0;0;0;0;0;0
Dallas Stars;Jamie Oleksiak\oleksja01;D;21;1;2;0;0;0;0;0;0
Minnesota Wild;Gustav Olofsson\olofsgu01;D;40;0;8;0;0;0;0;0;0
Washington Capitals;Dmitry Orlov\orlovdm01;D;74;9;20;0;0;0;0;0;0
Washington Capitals;Brooks Orpik\orpikbr01;D;73;0;9;0;0;0;0;0;0
Washington Capitals;T.J. Oshie\oshietj01;AD;68;16;25;0;0;0;0;0;0
Detroit Red Wings;Xavier Ouellet\ouellxa01;D;42;0;5;0;0;0;0;0;0
Washington Capitals;Alex Ovechkin\ovechal01;AG;74;44;37;0;0;0;0;0;0
Toronto Maple Leafs;Magnus Paajarvi\paajama01;AG;70;7;3;0;0;0;0;0;0
St. Louis Blues;Magnus Paajarvi\paajama01;AG;44;2;2;0;0;0;0;0;0
Ottawa Senators;Magnus Paajarvi\paajama01;AG;26;5;1;0;0;0;0;0;0
Montreal Canadiens;Max Pacioretty\pacioma01;AG;64;17;20;0;0;0;0;0;0
Ottawa Senators;Jean-Gabriel Pageau\pageaje01;C;69;12;14;0;0;0;0;0;0
Edmonton Oilers;Iiro Pakarinen\pakarii01;AD;37;2;1;0;0;0;0;0;0
Tampa Bay Lightning;Ondrej Palat\palaton01;AG;48;8;23;0;0;0;0;0;0
New Jersey Devils;Kyle Palmieri\palmiky01;AD;55;20;16;0;0;0;0;0;0
Columbus Blue Jackets;Artemi Panarin\panarar01;AG;75;25;44;0;0;0;0;0;0
Toronto Maple Leafs;Richard Panik\panikri01;AD;64;10;17;0;0;0;0;0;0
Chicago Blackhawks;Richard Panik\panikri01;AD;37;6;10;0;0;0;0;0;0
Arizona Coyotes;Richard Panik\panikri01;AD;27;4;7;0;0;0;0;0;0
Tampa Bay Lightning;Cedric Paquette\paquece01;C;49;3;3;0;0;0;0;0;0
St. Louis Blues;Colton Parayko\parayco01;D;74;6;28;0;0;0;0;0;0
Minnesota Wild;Zach Parise\parisza01;AG;34;9;7;0;0;0;0;0;0
Boston Bruins;David Pastrnak\pastrda01;AD;73;29;43;0;0;0;0;0;0
Dallas Stars;Greg Pateryn\patergr01;D;66;1;11;0;0;0;0;0;0
Philadelphia Flyers;Nolan Patrick\patrino01;C;66;10;15;0;0;0;0;0;0
Ottawa Senators;Nick Paul\paulni01;AG;11;1;0;0;0;0;0;0;0
San Jose Sharks;Joe Pavelski\paveljo01;C;74;19;40;0;0;0;0;0;0
Los Angeles Kings;Tanner Pearson\pearsta01;AG;75;15;21;0;0;0;0;0;0
Tampa Bay Lightning;Matthew Peca\pecama01;C;10;2;3;0;0;0;0;0;0
New York Islanders;Adam Pelech\pelecad01;D;70;3;12;0;0;0;0;0;0
Washington Capitals;Anthony Peluso\pelusan01;AD;2;0;0;0;0;0;0;0;0
Arizona Coyotes;Brendan Perlini\perlibr01;AG;66;16;12;0;0;0;0;0;0
Winnipeg Jets;Mathieu Perreault\perrema01;C;62;16;21;0;0;0;0;0;0
Vegas Golden Knights;David Perron\perroda01;AG;68;16;50;0;0;0;0;0;0
Anaheim Ducks;Corey Perry\perryco01;AD;64;16;28;0;0;0;0;0;0
Carolina Hurricanes;Brett Pesce\pescebr01;D;65;3;16;0;0;0;0;0;0
Winnipeg Jets;Nic Petan\petanni01;AG;15;2;0;0;0;0;0;0;0
Florida Panthers;Alexander Petrovic\petroal01;D;58;1;10;0;0;0;0;0;0
Montreal Canadiens;Jeff Petry\petryje01;D;75;10;25;0;0;0;0;0;0
Anaheim Ducks;Marcus Pettersson\pettema01;D;15;1;2;0;0;0;0;0;0
Toronto Maple Leafs;Dion Phaneuf\phanedi01;D;72;6;17;0;0;0;0;0;0
Ottawa Senators;Dion Phaneuf\phanedi01;D;53;3;13;0;0;0;0;0;0
Los Angeles Kings;Dion Phaneuf\phanedi01;D;19;3;4;0;0;0;0;0;0
New Jersey Devils;Blake Pietila\pietibl01;AG;2;0;0;0;0;0;0;0;0
St. Louis Blues;Alex Pietrangelo\pietral01;D;70;15;36;0;0;0;0;0;0
New York Rangers;Neal Pionk\pionkne01;D;20;0;12;0;0;0;0;0;0
Dallas Stars;Tyler Pitlick\pitlity01;C;73;14;11;0;0;0;0;0;0
Toronto Maple Leafs;Tomas Plekanec\plekato01;C;70;6;18;0;0;0;0;0;0
Montreal Canadiens;Tomas Plekanec\plekato01;C;60;6;18;0;0;0;0;0;0
Toronto Maple Leafs;Tomas Plekanec\plekato01;C;10;0;0;0;0;0;0;0;0
Tampa Bay Lightning;Brayden Point\pointbr01;C;74;28;33;0;0;0;0;0;0
Toronto Maple Leafs;Roman Polak\polakro01;D;47;2;9;0;0;0;0;0;0
Buffalo Sabres;Jason Pominville\pominja01;AD;74;12;16;0;0;0;0;0;0
Winnipeg Jets;Tucker Poolman\poolmtu01;D;18;1;0;0;0;0;0;0;0
Boston Bruins;Paul Postma\postmpa01;D;14;0;1;0;0;0;0;0;0
Buffalo Sabres;Benoit Pouliot\poulibe01;AG;70;13;6;0;0;0;0;0;0
Vancouver Canucks;Derrick Pouliot\poulide01;D;64;2;17;0;0;0;0;0;0
New York Islanders;Shane Prince\princsh01;AG;12;1;1;0;0;0;0;0;0
Toronto Maple Leafs;Nate Prosser\prossna01;D;48;2;6;0;0;0;0;0;0
Minnesota Wild;Nate Prosser\prossna01;D;47;2;6;0;0;0;0;0;0
St. Louis Blues;Nate Prosser\prossna01;D;1;0;0;0;0;0;0;0;0
New Jersey Devils;Dalton Prout\proutda01;D;4;0;0;0;0;0;0;0;0
Philadelphia Flyers;Ivan Provorov\provoiv01;D;75;13;21;0;0;0;0;0;0
Edmonton Oilers;Jesse Puljujarvi\puljuje01;AD;57;12;8;0;0;0;0;0;0
New York Islanders;Ryan Pulock\pulocry01;D;60;9;20;0;0;0;0;0;0
Ottawa Senators;Tom Pyatt\pyattto01;AG;72;7;14;0;0;0;0;0;0
Florida Panthers;Mark Pysyk\pysykma01;D;72;3;11;0;0;0;0;0;0
New Jersey Devils;John Quenneville\quennjo02;C;2;0;0;0;0;0;0;0;0
Minnesota Wild;Kyle Quincey\quincky01;D;18;0;3;0;0;0;0;0;0
New York Islanders;Alan Quine\quineal01;C;21;0;3;0;0;0;0;0;0
Dallas Stars;Alexander Radulov\radulal01;AD;75;26;39;0;0;0;0;0;0
Philadelphia Flyers;Michael Raffl\rafflmi01;AG;73;11;8;0;0;0;0;0;0
Anaheim Ducks;Rickard Rakell\rakelri01;C;70;31;32;0;0;0;0;0;0
Colorado Avalanche;Mikko Rantanen\rantami01;AD;73;27;53;0;0;0;0;0;0
Carolina Hurricanes;Victor Rask\raskvi01;C;71;14;17;0;0;0;0;0;0
Anaheim Ducks;Dennis Rasmussen\rasmude01;C;27;1;3;0;0;0;0;0;0
Edmonton Oilers;Ty Rattie\rattity01;AD;6;3;2;0;0;0;0;0;0
Minnesota Wild;Kyle Rau\rauky01;C;3;0;1;0;0;0;0;0;0
Philadelphia Flyers;Matt Read\readma01;AD;12;1;0;0;0;0;0;0;0
Toronto Maple Leafs;Ryan Reaves\reavery01;AD;71;4;6;0;0;0;0;0;0
Pittsburgh Penguins;Ryan Reaves\reavery01;AD;58;4;4;0;0;0;0;0;0
Vegas Golden Knights;Ryan Reaves\reavery01;AD;13;0;2;0;0;0;0;0;0
Buffalo Sabres;Zach Redmond\redmoza01;D;3;0;0;0;0;0;0;0;0
Toronto Maple Leafs;Mike Reilly\reillmi01;D;51;2;13;0;0;0;0;0;0
Minnesota Wild;Mike Reilly\reillmi01;D;38;2;8;0;0;0;0;0;0
Montreal Canadiens;Mike Reilly\reillmi01;D;13;0;5;0;0;0;0;0;0
Buffalo Sabres;Sam Reinhart\reinhsa01;C;74;19;23;0;0;0;0;0;0
Arizona Coyotes;Brad Richardson\richabr02;C;68;3;11;0;0;0;0;0;0
Toronto Maple Leafs;Tobias Rieder\riedeto01;AD;71;11;11;0;0;0;0;0;0
Arizona Coyotes;Tobias Rieder\riedeto01;AD;58;8;11;0;0;0;0;0;0
Los Angeles Kings;Tobias Rieder\riedeto01;AD;13;3;0;0;0;0;0;0;0
Toronto Maple Leafs;Morgan Rielly\riellmo01;D;68;6;41;0;0;0;0;0;0
Arizona Coyotes;Zac Rinaldo\rinalza01;AG;47;4;2;0;0;0;0;0;0
Buffalo Sabres;Rasmus Ristolainen\ristora01;D;65;6;29;0;0;0;0;0;0
Dallas Stars;Brett Ritchie\ritchbr01;AD;64;6;7;0;0;0;0;0;0
Anaheim Ducks;Nick Ritchie\ritchni01;AG;69;8;17;0;0;0;0;0;0
Ottawa Senators;Jack Rodewald\rodewja01;AD;4;0;0;0;0;0;0;0;0
Buffalo Sabres;Evan Rodrigues\rodriev01;AG;40;6;13;0;0;0;0;0;0
New Jersey Devils;Kevin Rooney\rooneke01;C;1;0;0;0;0;0;0;0;0
Toronto Maple Leafs;Calle Rosen\rosenca01;D;4;0;1;0;0;0;0;0;0
Winnipeg Jets;Jack Roslovic\rosloja01;C;29;4;8;0;0;0;0;0;0
Dallas Stars;Antoine Roussel\roussan01;AG;66;5;11;0;0;0;0;0;0
Pittsburgh Penguins;Carter Rowney\rowneca01;AD;44;2;3;0;0;0;0;0;0
Anaheim Ducks;Kevin Roy\royke01;AG;25;6;1;0;0;0;0;0;0
Pittsburgh Penguins;Chad Ruhwedel\ruhwech01;D;40;2;3;0;0;0;0;0;0
Edmonton Oilers;Kris Russell\russekr01;D;70;4;17;0;0;0;0;0;0
Pittsburgh Penguins;Bryan Rust\rustbr01;AD;62;12;25;0;0;0;0;0;0
Chicago Blackhawks;Jan Rutta\ruttaja02;D;51;6;13;0;0;0;0;0;0
Ottawa Senators;Bobby Ryan\ryanbo01;AD;53;8;20;0;0;0;0;0;0
Carolina Hurricanes;Derek Ryan\ryande01;C;72;13;17;0;0;0;0;0;0
San Jose Sharks;Joakim Ryan\ryanjo02;D;62;3;9;0;0;0;0;0;0
Chicago Blackhawks;Brandon Saad\saadbr01;AG;75;16;16;0;0;0;0;0;0
Nashville Predators;Miikka Salomaki\salommi01;AD;51;2;6;0;0;0;0;0;0
Philadelphia Flyers;Travis Sanheim\sanhetr01;D;42;1;7;0;0;0;0;0;0
New Jersey Devils;Steven Santini\santist01;D;36;2;8;0;0;0;0;0;0
Columbus Blue Jackets;David Savard\savarda01;D;74;4;11;0;0;0;0;0;0
Vegas Golden Knights;Luca Sbisa\sbisalu01;D;30;2;12;0;0;0;0;0;0
Buffalo Sabres;Marco Scandella\scandma01;D;74;5;15;0;0;0;0;0;0
Florida Panthers;Colton Sceviour\scevico01;AD;66;9;9;0;0;0;0;0;0
Boston Bruins;Tim Schaller\schalti01;C;73;11;9;0;0;0;0;0;0
Winnipeg Jets;Mark Scheifele\scheima01;C;53;22;34;0;0;0;0;0;0
St. Louis Blues;Brayden Schenn\schenbr01;C;74;25;37;0;0;0;0;0;0
Arizona Coyotes;Luke Schenn\schenlu01;D;56;0;5;0;0;0;0;0;0
Montreal Canadiens;Nikita Scherbak\scherni01;AD;21;4;2;0;0;0;0;0;0
Montreal Canadiens;David Schlemko\schleda01;D;34;1;3;0;0;0;0;0;0
St. Louis Blues;Jordan Schmaltz\schmajo01;D;10;0;1;0;0;0;0;0;0
Chicago Blackhawks;Nick Schmaltz\schmani01;AG;71;21;28;0;0;0;0;0;0
Vegas Golden Knights;Nate Schmidt\schmina01;D;70;5;30;0;0;0;0;0;0
Columbus Blue Jackets;Jordan Schroeder\schrojo01;AG;21;1;1;0;0;0;0;0;0
Pittsburgh Penguins;Justin Schultz\schulju01;D;56;4;16;0;0;0;0;0;0
St. Louis Blues;Jaden Schwartz\schwaja01;AG;54;22;32;0;0;0;0;0;0
Chicago Blackhawks;Brent Seabrook\seabrbr01;D;74;5;18;0;0;0;0;0;0
Vancouver Canucks;Daniel Sedin\sedinda01;AG;74;21;29;0;0;0;0;0;0
Vancouver Canucks;Henrik Sedin\sedinhe01;C;75;3;43;0;0;0;0;0;0
Columbus Blue Jackets;Lukas Sedlak\sedlalu01;AG;53;4;4;0;0;0;0;0;0
Minnesota Wild;Nick Seeler\seeleni01;D;14;0;2;0;0;0;0;0;0
Dallas Stars;Tyler Seguin\seguity01;C;75;39;32;0;0;0;0;0;0
New York Islanders;Dennis Seidenberg\seidede01;D;24;0;5;0;0;0;0;0;0
Edmonton Oilers;Andrej Sekera\sekeran01;D;30;0;4;0;0;0;0;0;0
Tampa Bay Lightning;Mikhail Sergachev\sergami01;D;72;9;28;0;0;0;0;0;0
New Jersey Devils;Damon Severson\severda01;D;71;9;14;0;0;0;0;0;0
Chicago Blackhawks;Patrick Sharp\sharppa01;AG;63;9;10;0;0;0;0;0;0
New York Rangers;Kevin Shattenkirk\shattke01;D;46;5;18;0;0;0;0;0;0
Montreal Canadiens;Andrew Shaw\shawan01;AD;51;10;10;0;0;0;0;0;0
Toronto Maple Leafs;Logan Shaw\shawlo01;AD;65;4;7;0;0;0;0;0;0
Anaheim Ducks;Logan Shaw\shawlo01;AD;42;2;6;0;0;0;0;0;0
Montreal Canadiens;Logan Shaw\shawlo01;AD;23;2;1;0;0;0;0;0;0
Toronto Maple Leafs;Riley Sheahan\sheahri01;C;74;10;18;0;0;0;0;0;0
Pittsburgh Penguins;Riley Sheahan\sheahri01;C;66;10;18;0;0;0;0;0;0
Detroit Red Wings;Riley Sheahan\sheahri01;C;8;0;0;0;0;0;0;0;0
Pittsburgh Penguins;Conor Sheary\shearco01;AG;72;15;11;0;0;0;0;0;0
Vegas Golden Knights;Vadim Shipachyov\shipava01;AG;3;1;0;0;0;0;0;0;0
Dallas Stars;Devin Shore\shorede01;C;75;9;19;0;0;0;0;0;0
Toronto Maple Leafs;Nick Shore\shoreni01;C;57;4;12;0;0;0;0;0;0
Los Angeles Kings;Nick Shore\shoreni01;C;49;4;11;0;0;0;0;0;0
Ottawa Senators;Nick Shore\shoreni01;C;6;0;1;0;0;0;0;0;0
Calgary Flames;Nick Shore\shoreni01;C;2;0;0;0;0;0;0;0;0
Ottawa Senators;Patrick Sieloff\sielopa01;D;1;1;0;0;0;0;0;0;0
Colorado Avalanche;Duncan Siemens\siemedu01;D;15;1;1;0;0;0;0;0;0
Anaheim Ducks;Jakob Silfverberg\silfvja01;AD;70;16;18;0;0;0;0;0;0
Philadelphia Flyers;Wayne Simmonds\simmowa01;AD;68;23;20;0;0;0;0;0;0
Pittsburgh Penguins;Dominik Simon\simondo01;C;32;4;8;0;0;0;0;0;0
Nashville Predators;Colton Sissons\sissoco01;C;72;9;18;0;0;0;0;0;0
Carolina Hurricanes;Jeff Skinner\skinnje01;AG;74;22;22;0;0;0;0;0;0
New York Rangers;Brady Skjei\skjeibr01;D;74;3;18;0;0;0;0;0;0
Carolina Hurricanes;Jaccob Slavin\slavija01;D;74;8;20;0;0;0;0;0;0
Edmonton Oilers;Anton Slepyshev\slepyan01;AG;43;5;5;0;0;0;0;0;0
New York Rangers;Brendan Smith\smithbr05;D;44;1;7;0;0;0;0;0;0
Nashville Predators;Craig Smith\smithcr01;AD;70;21;23;0;0;0;0;0;0
Dallas Stars;Gemel Smith\smithge02;C;41;5;5;0;0;0;0;0;0
Vegas Golden Knights;Reilly Smith\smithre01;AD;66;22;38;0;0;0;0;0;0
Ottawa Senators;Zack Smith\smithza01;AG;59;5;13;0;0;0;0;0;0
Washington Capitals;Devante Smith-Pelly\smithde06;AD;69;7;9;0;0;0;0;0;0
St. Louis Blues;Vladimir Sobotka\sobotvl01;AG;73;11;19;0;0;0;0;0;0
Colorado Avalanche;Carl Soderberg\soderca01;C;69;15;19;0;0;0;0;0;0
San Jose Sharks;Marcus Sorensen\sorenma01;AG;26;4;1;0;0;0;0;0;0
Toronto Maple Leafs;Nikita Soshnikov\soshnni01;AD;13;1;1;0;0;0;0;0;0
St. Louis Blues;Nikita Soshnikov\soshnni01;AD;10;1;1;0;0;0;0;0;0
Toronto Maple Leafs;Nikita Soshnikov\soshnni01;AD;3;0;0;0;0;0;0;0;0
Dallas Stars;Jason Spezza\spezzja01;C;72;7;18;0;0;0;0;0;0
Toronto Maple Leafs;Ryan Spooner\spoonry01;C;51;11;27;0;0;0;0;0;0
Boston Bruins;Ryan Spooner\spoonry01;C;39;9;16;0;0;0;0;0;0
New York Rangers;Ryan Spooner\spoonry01;C;12;2;11;0;0;0;0;0;0
Pittsburgh Penguins;Daniel Sprong\spronda01;AD;8;2;1;0;0;0;0;0;0
New York Rangers;Ryan Sproul\sproury01;D;8;0;4;0;0;0;0;0;0
Minnesota Wild;Jared Spurgeon\spurgja01;D;61;9;28;0;0;0;0;0;0
Minnesota Wild;Eric Staal\staaler01;C;73;39;32;0;0;0;0;0;0
Carolina Hurricanes;Jordan Staal\staaljo01;C;71;16;24;0;0;0;0;0;0
New York Rangers;Marc Staal\staalma01;D;64;1;7;0;0;0;0;0;0
New Jersey Devils;Drew Stafford\staffdr01;AD;58;8;7;0;0;0;0;0;0
Calgary Flames;Matt Stajan\stajama01;C;65;4;7;0;0;0;0;0;0
Tampa Bay Lightning;Steven Stamkos\stamkst01;C;74;27;59;0;0;0;0;0;0
Toronto Maple Leafs;Paul Stastny\stastpa01;C;74;15;35;0;0;0;0;0;0
St. Louis Blues;Paul Stastny\stastpa01;C;63;12;28;0;0;0;0;0;0
Winnipeg Jets;Paul Stastny\stastpa01;C;11;3;7;0;0;0;0;0;0
Vancouver Canucks;Troy Stecher\stechtr01;D;61;1;9;0;0;0;0;0;0
St. Louis Blues;Alex Steen\steenal01;AG;68;14;30;0;0;0;0;0;0
Carolina Hurricanes;Lee Stempniak\stemple01;AD;30;3;4;0;0;0;0;0;0
Arizona Coyotes;Derek Stepan\stepade01;C;74;13;38;0;0;0;0;0;0
Washington Capitals;Chandler Stephenson\stephch02;C;59;6;11;0;0;0;0;0;0
Toronto Maple Leafs;Chris Stewart\stewach02;AD;51;9;5;0;0;0;0;0;0
Minnesota Wild;Chris Stewart\stewach02;AD;47;9;4;0;0;0;0;0;0
Calgary Flames;Chris Stewart\stewach02;AD;4;0;1;0;0;0;0;0;0
Ottawa Senators;Mark Stone\stonema01;AD;58;20;42;0;0;0;0;0;0
Calgary Flames;Michael Stone\stonemi01;D;75;2;4;0;0;0;0;0;0
Tampa Bay Lightning;Anton Stralman\stralan01;D;72;4;13;0;0;0;0;0;0
Montreal Canadiens;Mark Streit\streima01;D;2;0;0;0;0;0;0;0;0
Arizona Coyotes;Dylan Strome\stromdy01;C;13;2;1;0;0;0;0;0;0
Edmonton Oilers;Ryan Strome\stromry01;AD;74;13;20;0;0;0;0;0;0
Nashville Predators;P.K. Subban\subbapk01;D;73;15;37;0;0;0;0;0;0
St. Louis Blues;Oskar Sundqvist\sundqos01;C;35;0;3;0;0;0;0;0;0
Tampa Bay Lightning;Andrej Sustr\sustran01;D;42;2;5;0;0;0;0;0;0
Minnesota Wild;Ryan Suter\suterry01;D;73;6;43;0;0;0;0;0;0
Vancouver Canucks;Brandon Sutter\suttebr03;C;54;8;11;0;0;0;0;0;0
Detroit Red Wings;Evgeny Svechnikov\svechev01;AD;8;1;0;0;0;0;0;0;0
Boston Bruins;Jordan Szwarz\szwarjo01;AD;12;0;3;0;0;0;0;0;0
Winnipeg Jets;Brandon Tanev\tanevbr01;AG;54;4;8;0;0;0;0;0;0
Vancouver Canucks;Chris Tanev\tanevch01;D;42;2;9;0;0;0;0;0;0
St. Louis Blues;Vladimir Tarasenko\tarasvl01;AD;72;28;31;0;0;0;0;0;0
Toronto Maple Leafs;Tomas Tatar\tatarto01;AG;74;19;13;0;0;0;0;0;0
Detroit Red Wings;Tomas Tatar\tatarto01;AG;62;16;12;0;0;0;0;0;0
Vegas Golden Knights;Tomas Tatar\tatarto01;AG;12;3;1;0;0;0;0;0;0
New York Islanders;John Tavares\tavarjo01;C;74;32;45;0;0;0;0;0;0
Buffalo Sabres;Matt Tennyson\tennyma01;D;14;0;0;0;0;0;0;0;0
Carolina Hurricanes;Teuvo Teravainen\teravte01;AG;74;23;38;0;0;0;0;0;0
Vegas Golden Knights;Shea Theodore\theodsh01;D;53;4;18;0;0;0;0;0;0
Toronto Maple Leafs;Nate Thompson\thompna01;C;62;5;11;0;0;0;0;0;0
Ottawa Senators;Nate Thompson\thompna01;C;43;4;7;0;0;0;0;0;0
Los Angeles Kings;Nate Thompson\thompna01;C;19;1;4;0;0;0;0;0;0
St. Louis Blues;Tage Thompson\thompta01;C;36;3;6;0;0;0;0;0;0
St. Louis Blues;Chris Thorburn\thorbch01;AD;42;0;6;0;0;0;0;0;0
San Jose Sharks;Joe Thornton\thornjo01;C;47;13;23;0;0;0;0;0;0
San Jose Sharks;Chris Tierney\tiernch01;C;74;17;20;0;0;0;0;0;0
Florida Panthers;Owen Tippett\tippeow01;AD;7;1;0;0;0;0;0;0;0
Calgary Flames;Matthew Tkachuk\tkachma01;AG;68;24;25;0;0;0;0;0;0
Chicago Blackhawks;Jonathan Toews\toewsjo01;C;74;20;32;0;0;0;0;0;0
Los Angeles Kings;Tyler Toffoli\toffoty01;C;75;23;20;0;0;0;0;0;0
Colorado Avalanche;Dominic Toninato\tonindo01;C;34;0;1;0;0;0;0;0;0
Florida Panthers;Vincent Trocheck\trochvi01;C;72;28;38;0;0;0;0;0;0
Pittsburgh Penguins;Zach Trotman\trotmza01;D;3;0;0;0;0;0;0;0;0
Winnipeg Jets;Jacob Trouba\troubja01;D;52;3;19;0;0;0;0;0;0
Vegas Golden Knights;Alex Tuch\tuchal01;AD;70;13;18;0;0;0;0;0;0
Detroit Red Wings;Dominic Turgeon\turgedo01;C;5;0;0;0;0;0;0;0;0
Toronto Maple Leafs;Kyle Turris\turriky01;C;67;13;30;0;0;0;0;0;0
Nashville Predators;Kyle Turris\turriky01;C;56;10;24;0;0;0;0;0;0
Ottawa Senators;Kyle Turris\turriky01;C;11;3;6;0;0;0;0;0;0
St. Louis Blues;Scottie Upshall\upshasc01;AD;61;7;11;0;0;0;0;0;0
